年別,類型,觀光遊憩區,細分,縣市,縣市別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,合計
2021,國家級風景特定區,馬祖國家風景區,南竿遊客中心,連江縣,9007,1450,1240,1800,3741,3076,0,162,886,1403,1735,1465,537,15493
2021,直轄市及縣(市)級風景特定區,-,烏來風景特定區,新北市,65000,110000,192000,90000,108000,48000,1860,16300,33000,94000,105000,3417,2986,798160
2021,直轄市及縣(市)級風景特定區,-,碧潭風景特定區,新北市,65000,90000,143000,175000,201000,95000,6900,21000,45000,76000,78000,1848,1890,930900
2021,直轄市及縣(市)級風景特定區,-,武荖坑風景區,宜蘭縣,10002,1355,2082,47915,301159,118540,0,237,3649,3494,2923,95000,96000,481354
2021,直轄市及縣(市)級風景特定區,-,石門水庫風景區,桃園市,68000,229841,266279,200364,179814,178754,97183,185361,258848,250392,283301,75000,86000,2130137
2021,直轄市及縣(市)級風景特定區,-,角板山遊憩區,桃園市,68000,142989,75068,49182,50842,65972,48687,82573,83704,95332,103356,1905,2330,797705
2021,直轄市及縣(市)級風景特定區,-,虎頭山風景特定區,桃園市,68000,265816,265065,280896,326064,181982,133065,163917,183735,211755,241136,275740,290712,2253431
2021,直轄市及縣(市)級風景特定區,-,冬山河親水公園,宜蘭縣,10002,9644,21833,13508,17486,5791,0,1012,12916,12969,13165,96789,119441,108324
2021,直轄市及縣(市)級風景特定區,-,五峰旗風景區,宜蘭縣,10002,58298,59192,78095,64336,20495,0,775,20803,26066,25348,249381,259029,353408
2021,直轄市及縣(市)級風景特定區,-,龍潭湖,宜蘭縣,10002,23952,26118,24274,23376,7604,0,432,10422,11250,14256,13103,11953,141684
2021,直轄市及縣(市)級風景特定區,-,冬山河生態綠舟,宜蘭縣,10002,14817,20820,18603,22219,9919,0,399,11662,12502,19038,32314,31779,129979
2021,直轄市及縣(市)級風景特定區,-,七星潭風景區,花蓮縣,10015,73201,90775,53161,36975,17762,0,5724,36446,50160,33071,22808,27138,397275
2021,直轄市及縣(市)級風景特定區,-,小烏來風景特定區,桃園市,68000,22779,26891,22987,24217,26308,16329,22030,32128,39401,43320,27666,30706,276390
2021,直轄市及縣(市)級風景特定區,-,鐵砧山,臺中市,66000,61680,111959,53910,49440,15779,0,3064,10812,5653,7282,22239,33394,319579
2021,直轄市及縣(市)級風景特定區,-,東埔溫泉,南投縣,10008,15834,18270,14228,25816,8505,744,1443,4518,15120,29936,40683,39930,134414
2021,直轄市及縣(市)級風景特定區,-,蘭潭,嘉義市,10020,106109,125710,103500,113754,81259,18123,17958,77431,112314,133211,10561,7383,889369
2021,直轄市及縣(市)級風景特定區,-,瑞芳風景特定區,新北市,65000,196000,315000,207000,219000,90000,7000,35000,76000,203000,210000,20878,15015,1558000
2021,直轄市及縣(市)級風景特定區,-,內灣風景區,新竹縣,10004,145687,183969,154419,180333,78910,3657,30010,73861,93358,129307,135174,185371,1073511
2021,直轄市及縣(市)級風景特定區,-,台東森林公園,臺東縣,10014,29951,40156,21176,48251,9543,0,9240,13306,13026,19655,183000,169000,204304
2021,森林遊樂區,-,池南國家森林遊樂區,花蓮縣,10015,2117,2902,2166,4795,1955,4,582,1981,1484,2114,28088,27528,20100
2021,森林遊樂區,-,富源國家森林遊樂區,花蓮縣,10015,7202,5203,3725,3541,1877,0,444,1659,1732,3169,3995,3198,28552
2021,森林遊樂區,-,阿里山國家森林遊樂區,嘉義縣,10010,52727,85471,141627,76268,21973,888,6197,23208,36487,55675,3824,5128,500521
2021,森林遊樂區,-,墾丁國家森林遊樂區,屏東縣,10013,13531,19606,12610,15156,7004,0,1251,5675,8286,9658,63951,74520,92777
2021,森林遊樂區,-,滿月圓國家森林遊樂區,新北市,65000,17052,20420,17754,24288,11176,0,10462,19599,24839,22420,17397,20901,168010
2021,森林遊樂區,-,內洞國家森林遊樂區,新北市,65000,18032,25683,17862,21365,10669,0,1074,16771,21710,17149,15762,17367,150315
2021,森林遊樂區,-,太平山國家森林遊樂區,宜蘭縣,10002,71200,59841,41128,44353,18393,718,1766,16937,20815,27072,12265,10528,302223
2021,森林遊樂區,-,棲蘭森林遊樂區,宜蘭縣,10002,7344,10818,6427,6932,3349,0,845,4790,4805,6261,52599,58012,51571
2021,森林遊樂區,-,明池森林遊樂區,宜蘭縣,10002,12621,15768,10711,11692,4819,0,3536,11046,11547,11296,9290,7872,93036
2021,森林遊樂區,-,東眼山國家森林遊樂區,桃園市,68000,17806,19645,17552,25115,11417,0,9929,20696,27988,22122,15561,16471,172270
2021,森林遊樂區,-,八仙山國家森林遊樂區,臺中市,66000,14617,17284,11924,14808,7694,114,1958,5507,8855,16890,21062,14348,99651
2021,森林遊樂區,-,大雪山國家森林遊樂區,臺中市,66000,10420,12509,9906,12446,9950,373,4548,9904,17873,19150,18659,20890,107079
2021,森林遊樂區,-,奧萬大國家森林遊樂區,南投縣,10008,19292,20179,9056,6066,3388,738,2606,3634,5969,13191,13956,18794,84119
2021,森林遊樂區,-,惠蓀林場,南投縣,10008,9553,15930,8713,12469,5693,0,2561,5624,10009,15924,34631,59266,86476
2021,森林遊樂區,-,溪頭自然教育園區,南投縣,10008,103691,87330,130477,147719,81988,0,9989,72945,127233,140169,15096,12429,901541
2021,森林遊樂區,-,合歡山國家森林遊樂區,南投縣,10008,2193,2380,2462,3066,1827,0,482,1107,1687,2057,147699,135629,17261
2021,森林遊樂區,-,雙流國家森林遊樂區,屏東縣,10013,13009,15182,12905,13301,8010,0,3275,6336,8767,13155,2370,2388,93940
2021,森林遊樂區,-,知本國家森林遊樂區,臺東縣,10014,17850,22338,13790,15804,6860,0,1792,7407,7405,9783,13592,13755,103029
2021,森林遊樂區,-,萬瑞森林樂園,新竹縣,10004,1105,2620,2208,6423,706,0,114,316,598,2048,14676,23198,16138
2021,休閒農業區及休閒農場,-,初鹿牧場,臺東縣,10014,33918,59272,26041,29730,12439,0,3042,21254,22760,28036,3811,5872,236492
2021,休閒農業區及休閒農場,-,南元休閒農場,臺南市,10021,3580,8834,5037,7905,2989,0,0,1176,1753,5122,30929,34681,36396
2021,休閒農業區及休閒農場,-,觀音蓮花園休閒農業區,桃園市,68000,101836,128167,103634,158922,166191,170297,164554,205857,183984,213751,9436,7784,1597193
2021,休閒農業區及休閒農場,-,綠世界生態農場,新竹縣,10004,39700,51000,31820,53290,18400,0,5630,20950,22200,34400,199451,182324,277390
2021,休閒農業區及休閒農場,-,南園人文客棧,新竹縣,10004,1133,1198,1420,1484,669,0,0,334,326,683,45400,42700,7247
2021,休閒農業區及休閒農場,-,飛牛牧場,苗栗縣,10005,24976,44262,23621,33318,10331,0,3017,14153,16247,25234,877,1202,195159
2021,休閒農業區及休閒農場,-,走馬瀨農場,臺南市,10021,12031,18929,13036,15231,6038,0,1366,2495,4715,10200,29620,24700,84041
2021,觀光地區,-,清水地熱公園,宜蘭縣,10002,111602,113205,91606,85346,26664,0,0,0,32455,62435,17853,28811,523313
2021,觀光地區,-,麗寶樂園,臺中市,66000,505905,638183,388135,518173,221445,53587,164165,412715,413050,548347,88988,114957,3863705
2021,觀光地區,-,東勢林場遊樂區,臺中市,66000,7769,18151,7774,43757,11357,0,694,2875,4354,10609,475574,616691,107340
2021,觀光地區,-,赤嵌樓,臺南市,10021,39396,57413,28229,31528,10152,0,2022,13069,13894,23641,10609,13278,219344
2021,觀光地區,-,臺南孔子廟,臺南市,10021,0,0,0,3373,0,0,643,5013,4221,7667,29432,36394,20917
2021,觀光地區,-,祀典武廟,臺南市,10021,27577,40189,19760,22070,7106,0,1415,9148,9726,16549,7332,10848,153540
2021,觀光地區,-,大天后宮,臺南市,10021,31517,45930,22583,25223,8122,0,1618,10455,11115,18913,20602,25476,175476
2021,觀光地區,-,安平小鎮,臺南市,10021,109015,141585,85002,95572,30415,0,6139,35203,42038,69133,23546,29115,614102
2021,觀光地區,-,舊山線鐵道自行車,苗栗縣,10005,38333,36125,34402,44813,20570,0,3636,14381,24754,32007,87731,102160,249021
2021,觀光地區,-,親不知子天空步道,花蓮縣,10015,14914,43050,24750,27350,11300,0,3346,14604,9239,19604,37980,40721,168157
2021,博物館,-,國立海洋生物博物館,屏東縣,10013,44623,82828,48102,72962,29853,0,7980,54110,57066,81334,18557,22314,478858
2021,博物館,-,臺灣客家文化館,苗栗縣,10005,43871,46287,47915,84745,35693,0,3884,15554,17915,27781,72220,68799,323645
2021,博物館,-,六堆客家文化園區,屏東縣,10013,57867,73067,54825,62289,24986,0,2362,13264,32505,58050,45898,49071,379215
2021,博物館,-,國立故宮博物院,臺北市,63000,44342,53268,33743,57620,19077,0,2891,18740,19855,70089,65191,60415,319625
2021,博物館,-,臺北市立美術館,臺北市,63000,40411,33437,30771,25236,34650,0,10256,26658,39661,53875,62295,34916,294955
2021,博物館,-,國立歷史博物館,臺北市,63000,173973,266892,120588,151745,51642,0,2815,56860,86984,167844,29707,23932,1079343
2021,博物館,-,國立臺灣科學教育館,臺北市,63000,121528,171623,104862,113748,65807,22520,40689,32977,45210,101304,136423,110530,820268
2021,博物館,-,臺北市立天文科學教育館,臺北市,63000,42440,42754,52853,63111,15545,0,0,13740,16134,41673,153282,184900,288250
2021,博物館,-,國立國父紀念館,臺北市,63000,169615,142825,149890,169285,98845,14595,25375,42300,74500,110240,50453,51118,997470
2021,博物館,-,國立中正紀念堂,臺北市,63000,91022,105286,97380,80154,26775,0,2394,14278,21844,96276,145390,225800,535409
2021,博物館,-,臺北探索館,臺北市,63000,28295,14273,5257,5774,1948,0,0,1582,10616,21904,46815,164122,89649
2021,博物館,-,坪林茶業博物館,新北市,65000,9054,11462,10560,12415,4542,0,99,769,408,5807,25742,17571,55116
2021,博物館,-,新北市立鶯歌陶瓷博物館,新北市,65000,33513,33521,34051,41914,14907,0,710,3453,2618,11472,9608,10570,176159
2021,博物館,-,新北市立十三行博物館,新北市,65000,37068,38722,32126,43123,40564,0,6059,14124,11425,36352,37691,34480,259563
2021,博物館,-,新北市黃金博物園區,新北市,65000,80393,78071,70152,86724,30020,0,2526,11877,13690,25420,39341,36416,398873
2021,博物館,-,新北市客家文化園區,新北市,65000,51614,36286,38738,34666,25832,0,0,489,1054,5475,58962,57097,194154
2021,博物館,-,國立海洋科技博物館,基隆市,10017,104696,137866,98756,146660,87986,49851,48180,129227,138264,127854,36465,59427,1069340
2021,博物館,-,陽明海洋文化藝術館,基隆市,10017,0,0,0,0,0,0,0,98,111,187,101366,96139,396
2021,博物館,-,木雕博物館,苗栗縣,10005,3759,4109,3165,6755,3154,0,518,3177,3123,2894,1039,1082,30654
2021,博物館,-,國立自然科學博物館,臺中市,66000,191959,187161,145688,192249,72246,0,14155,83982,92984,155223,0,965,1135647
2021,博物館,-,國立臺灣美術館,臺中市,66000,50560,107985,50521,59418,18922,0,2629,18958,22262,34297,222899,207570,365552
2021,博物館,-,臺灣鹽博物館,臺南市,10021,2203,4142,2368,2699,1238,0,270,2111,2702,2788,34128,34833,20521
2021,博物館,-,國立臺灣歷史博物館,臺南市,10021,34863,38515,33220,38213,16985,0,4343,10457,9950,97556,1869,1534,284102
2021,博物館,-,國立科學工藝博物館,高雄市,64000,115538,137247,79632,171089,89760,12557,30861,51088,54983,106229,33055,32977,848984
2021,博物館,-,高雄市立美術館,高雄市,64000,46942,81580,84285,100369,34662,0,8274,54949,82356,113829,183317,137166,607246
2021,博物館,-,高雄市立歷史博物館,高雄市,64000,16779,18447,10628,12163,10286,0,2241,8393,8781,14021,44520,62594,101739
2021,博物館,-,國立臺灣史前文化博物館,臺東縣,10014,0,0,0,0,0,0,0,0,0,0,10639,13939,0
2021,博物館,-,卑南遺址公園,臺東縣,10014,31197,32621,31025,32947,22837,15092,19235,20698,21518,26586,0,0,253756
2021,博物館,-,莒光樓,金門縣,09020,18150,12780,21858,26894,14999,0,111,1699,3978,9827,30754,33681,110296
2021,博物館,-,國立故宮博物院南部院區,嘉義縣,10010,54498,90243,45370,66563,20662,0,2186,73227,84929,155036,20583,20144,592714
2021,博物館,-,美濃客家文物館,高雄市,64000,11744,16506,6689,6830,2564,0,484,2741,3834,6558,78290,65483,57950
2021,博物館,-,台北當代藝術館,臺北市,63000,13443,7131,10095,5560,1986,0,3913,9987,8698,12766,9358,9176,73579
2021,博物館,-,朱銘美術館,新北市,65000,2839,4727,3477,5597,1865,9,779,2727,3554,6963,14308,19288,32537
2021,博物館,-,奇美博物館,臺南市,10021,54771,75432,44668,60159,20911,0,4282,29844,32340,49072,3657,4167,371479
2021,博物館,-,北投溫泉博物館,臺北市,63000,25103,19431,16858,17611,5866,0,209,1248,2826,15745,50789,127181,104897
2021,博物館,-,圓山別莊,臺北市,63000,0,0,0,0,0,0,0,0,0,0,22208,22479,0
2021,博物館,-,林本源園邸(林家花園),新北市,65000,16959,18457,15480,18822,5671,0,140,1076,830,10046,0,700,87481
2021,博物館,-,三峽歷史文物館,新北市,65000,3696,2655,2831,5540,2426,0,0,0,0,2020,13933,17033,19168
2021,博物館,-,凱達格蘭文化館,臺北市,63000,16758,9844,15362,15953,6757,0,1355,9905,11749,15740,5516,4612,103423
2021,博物館,-,國立臺灣博物館,臺北市,63000,47735,49957,43638,55571,16893,0,3293,11206,14159,29051,15351,16697,271503
2021,宗教場所,-,北港朝天宮,雲林縣,10009,502000,1967100,754000,2500000,350000,0,2000,126000,135000,68000,34654,37069,6404100
2021,宗教場所,-,南鯤鯓代天府,臺南市,10021,450000,808000,500000,120000,300,100,300,3600,6000,15000,178600,196000,1903300
2021,宗教場所,-,麻豆代天府,臺南市,10021,78227,380479,285359,297792,0,0,0,0,5500,25312,38000,200000,1072669
2021,宗教場所,-,中臺禪寺,南投縣,10008,8917,14469,9907,9845,3906,0,0,0,0,0,37968,60205,47044
2021,宗教場所,-,佛光山,高雄市,64000,166369,822453,162646,202540,63393,0,0,60668,76567,92183,0,0,1646819
2021,宗教場所,-,萬和宮,臺中市,66000,23280,59116,21700,21414,14277,2640,6600,13185,20488,16926,117095,166221,199626
2021,宗教場所,-,大甲鎮瀾宮,臺中市,66000,52500,103500,92500,80500,39500,0,23000,39500,50500,55150,16971,19800,536650
2021,宗教場所,-,清水祖師廟,新北市,65000,660,768,195,288,45,0,0,135,280,598,56700,54500,2969
2021,宗教場所,-,法鼓山世界佛教教育園區,新北市,65000,10542,24250,12410,14050,4390,0,0,2859,4330,5233,609,908,78064
2021,宗教場所,-,鹿港龍山寺,彰化縣,10007,133860,822662,149760,130875,35940,0,2822,3782,6418,13182,3948,7320,1299301
2021,其他,-,遠雄海洋公園,花蓮縣,10015,35685,58827,28888,47702,20291,0,5289,41753,28112,48217,10296,10330,314764
2021,其他,-,池上大坡池地區,臺東縣,10014,53336,31764,26113,43216,6720,0,1873,5674,32413,43176,52509,44672,244285
2021,其他,-,九族文化村,南投縣,10008,34028,144828,121039,54762,16130,0,4773,23971,18417,39781,61336,48377,457729
2021,其他,-,國民革命忠烈祠,臺北市,63000,2636,1592,2025,1757,896,0,43,765,779,1836,68817,77846,12329
2021,其他,-,國立臺灣藝術教育館,臺北市,63000,28728,20848,26692,31711,11514,0,2048,11114,17714,16613,1637,3502,166982
2021,其他,-,臺北市立動物園,臺北市,63000,218062,292531,202395,262885,74900,0,0,90490,78107,143080,19110,16478,1362450
2021,其他,-,士林官邸公園,臺北市,63000,101987,407032,352623,110612,29471,9553,11801,19613,15698,30449,203732,206571,1088839
2021,其他,-,臺北自來水園區,臺北市,63000,85463,89022,72343,77857,45093,2932,5527,11643,13143,23070,193675,282279,426093
2021,其他,-,十分瀑布,新北市,65000,88000,145000,89000,95600,41000,0,19800,27000,75000,67000,26277,23994,647400
2021,其他,-,十分旅遊服務中心,新北市,65000,105000,245000,135000,134000,52000,0,0,48000,108000,99000,73000,70000,926000
2021,其他,-,淡水漁人碼頭,新北市,65000,136954,178414,144812,161227,101610,60416,67326,95513,100929,165001,96000,89500,1212202
2021,其他,-,猴硐煤礦博物園區,新北市,65000,37600,72000,44500,43000,20000,2900,7500,22000,40000,38000,123142,136970,327500
2021,其他,-,水湳洞遊客中心,新北市,65000,35000,51000,33000,30000,15000,0,0,10000,28500,27000,31000,26800,229500
2021,其他,-,蘇澳冷泉,宜蘭縣,10002,0,0,0,0,251,0,0,0,0,0,24000,25000,251
2021,其他,-,國立傳統藝術中心,宜蘭縣,10002,68582,105010,54445,74444,25950,0,1870,34768,32641,50373,0,0,448083
2021,其他,-,蘭陽博物園區,宜蘭縣,10002,42813,62802,38732,57264,20582,0,6882,55711,38122,57231,64602,71252,380139
2021,其他,-,慈湖,桃園市,68000,137582,186186,131476,123276,195837,156617,206549,218876,247104,264633,51568,46955,1868136
2021,其他,-,大坑登山步道,臺中市,66000,203864,230206,209140,216955,99284,0,8799,24919,56917,72278,242216,273755,1122362
2021,其他,-,福壽山農場,臺中市,66000,13126,25074,24606,14014,6815,0,1843,10589,11403,27464,61518,64913,134934
2021,其他,-,后里馬場,臺中市,66000,0,0,0,0,0,0,0,0,0,0,76446,43910,0
2021,其他,-,梧棲觀光漁港,臺中市,66000,109962,129606,101612,114637,63406,47503,96656,111906,130745,153099,23522,20465,1059132
2021,其他,-,臺中都會公園,臺中市,66000,39776,45253,45847,44078,33327,20349,33115,30562,36489,49496,115152,98287,378292
2021,其他,-,草悟道,臺中市,66000,567839,605691,582917,542139,317390,153479,252509,363448,391589,477876,41666,37909,4254877
2021,其他,-,東豐自行車綠廊及后豐鐵馬道,臺中市,66000,835431,1463105,854299,1034802,424875,0,102953,141110,395461,975766,423643,489001,6227802
2021,其他,-,國立自然科學博物館鳳凰谷鳥園生態園區,南投縣,10008,14741,24305,18261,22583,11568,0,3088,8993,12864,22575,685814,400617,138978
2021,其他,-,清境農場,南投縣,10008,71949,101426,58527,62418,29131,0,18498,57414,60470,79352,21183,17996,539185
2021,其他,-,武陵農場,臺中市,66000,34256,123665,64779,25895,9703,0,5908,14545,16122,26347,82812,81831,321220
2021,其他,-,行政院農業委員會特有生物研究保育中心,南投縣,10008,4524,5220,4065,7376,2430,0,0,3441,4320,8553,60295,51316,39929
2021,其他,-,竹山天梯風景區,南投縣,10008,0,0,0,0,0,0,0,0,0,0,5965,4290,0
2021,其他,-,天空之橋,南投縣,10008,14256,22367,12080,12714,4539,0,989,5699,7626,13279,5801,4951,93549
2021,其他,-,尖山埤江南渡假村,臺南市,10021,18751,18162,21709,21606,6797,2402,4651,5473,10684,13062,13564,12714,123297
2021,其他,-,烏樹林休閒園區,臺南市,10021,4831,7582,6197,6477,3866,0,63,1096,2898,5777,10235,10235,38787
2021,其他,-,壽山動物園,高雄市,64000,64952,98265,59034,60955,20270,0,0,0,0,0,0,0,303476
2021,其他,-,打狗英國領事館文化園區,高雄市,64000,9805,14164,6996,7953,2686,0,324,3053,3429,7350,7965,9402,55760
2021,其他,-,蓮池潭,高雄市,64000,179034,293248,175406,186048,67918,19085,17147,24827,27498,44906,73763,48090,1035117
2021,其他,-,高雄市文化中心,高雄市,64000,115855,99148,97788,109598,61431,0,9641,47303,67563,99479,95195,82649,707806
2021,其他,-,世運主場館,高雄市,64000,58919,61989,53886,51046,39392,26137,30387,35557,34861,40876,27214,46945,433050
2021,其他,-,旗津風景區,高雄市,64000,271261,377906,267798,292601,154147,63088,96060,157505,208889,276432,282805,273199,2165687
2021,其他,-,台東海洋夢想館,臺東縣,10014,83,127,81,287,0,0,0,76,117,105,174,82,876
2021,其他,-,慶修院,花蓮縣,10015,25153,36364,17178,22014,8508,0,3071,13889,14957,17699,20487,20967,158833
2021,其他,-,花蓮縣石雕博物館,花蓮縣,10015,3867,5416,4103,1639,1706,0,301,531,905,1217,2250,1892,19685
2021,其他,-,澄清湖,高雄市,64000,107707,129576,124898,119024,67936,21,37365,69543,105412,118754,117817,140259,880236
2021,其他,-,新竹漁港,新竹市,10018,473319,448578,533721,434390,323991,307557,434118,282740,274224,269061,207825,136424,3781699
2021,其他,-,林口三井Outlet,新北市,65000,721510,761457,652366,691771,339196,204476,260132,543005,439299,640685,579753,672262,5253897
2021,其他,-,草嶺,雲林縣,10009,50000,58000,90000,105000,15000,100,150,13000,14000,42000,49000,55000,387250
2021,其他,-,墾丁海水浴場,屏東縣,10013,13491,19056,24067,19930,10788,0,1079,10602,15236,20223,23059,21628,134472
2021,其他,-,關渡自然公園,臺北市,63000,8605,7067,8062,9311,4445,0,552,4869,5421,7502,9798,8073,55834
2021,其他,-,美麗華摩天輪,臺北市,63000,10949,13787,9653,10490,3561,0,0,5501,5909,9172,8957,11582,69022
2021,其他,-,台北101景觀台,臺北市,63000,28887,23610,22450,31121,5946,0,0,0,0,10576,16548,24179,122590
2021,其他,-,雲仙樂園,新北市,65000,10184,15596,9895,13613,6275,0,0,4001,6737,7823,7583,10214,74124
2021,其他,-,大板根森林溫泉渡假村,新北市,65000,15004,14838,11146,13719,6499,244,1146,4482,4042,10302,17151,19815,81422
2021,其他,-,小人國主題樂園,桃園市,68000,17290,35267,43199,55522,14919,0,981,21116,23781,33000,48200,46197,245075
2021,其他,-,埔心牧場,桃園市,68000,24330,43487,37761,65693,16607,0,4514,26757,23327,36562,45354,54400,279038
2021,其他,-,桃園市客家文化館,桃園市,68000,30390,24806,33286,60618,39892,20332,22038,25089,25233,42624,57078,41388,324308
2021,其他,-,永安漁港,桃園市,68000,72382,137844,85107,92829,112077,86827,122619,153241,189106,226691,160045,166282,1278723
2021,其他,-,新屋綠色走廊,桃園市,68000,64014,125456,79918,84236,154262,149438,184013,208030,229908,241613,210094,200963,1520888
2021,其他,-,六福村主題遊樂園,新竹縣,10004,46135,74846,47997,81635,21933,0,10260,89779,46973,118731,121811,143429,538289
2021,其他,-,小叮噹科學遊樂區,新竹縣,10004,15925,19497,17058,29817,7964,0,706,12704,9739,21907,26149,28176,135317
2021,其他,-,香格里拉樂園,苗栗縣,10005,1481,200,4206,6926,768,0,0,3,185,4835,9019,8672,18604
2021,其他,-,西湖渡假村,苗栗縣,10005,7612,23501,6468,38304,10053,0,50,2420,2100,5467,5467,3401,95975
2021,其他,-,杉林溪森林生態渡假園區,南投縣,10008,26345,39979,72062,83099,29550,0,9423,20257,30162,49552,128637,74332,360429
2021,其他,-,泰雅渡假村,南投縣,10008,5399,5890,572,2622,200,0,2,333,190,2455,11807,3584,17663
2021,其他,-,紙教堂見學園區,南投縣,10008,10745,16465,7889,10208,3914,0,934,6177,6504,10141,12667,11672,72977
2021,其他,-,劍湖山世界,雲林縣,10009,44808,66286,78384,96636,13096,0,4095,25537,20936,41157,61252,94820,390935
2021,其他,-,頑皮世界,臺南市,10021,29706,46636,33480,29569,9869,0,3275,18068,24572,40423,41208,38873,235598
2021,其他,-,8大森林樂園,屏東縣,10013,13853,3702,1196,1186,329,0,0,355,748,478,676,978,21847
2021,其他,-,大路觀主題樂園,屏東縣,10013,312,2666,111,1779,656,0,26,158,393,934,437,271,7035
2021,其他,-,小墾丁渡假村,屏東縣,10013,3900,6286,4704,6999,3051,0,0,0,4351,6785,9094,7566,36076
2021,其他,-,清境高空觀景步道,南投縣,10008,28078,36871,25126,27919,13339,0,5163,19186,19964,28032,35645,35079,203678
2021,其他,-,臺中公園,臺中市,66000,162927,372098,423608,203753,146983,84641,143561,138102,164929,191057,176812,119610,2031659
2021,其他,-,臺北市孔廟,臺北市,63000,27263,36942,25316,29372,11046,0,2606,17640,20357,26797,20085,20566,197339
2021,其他,-,淡水紅毛城,新北市,65000,24169,25534,19565,26007,6541,0,131,1825,2355,11936,26213,23537,118063
2021,其他,-,滬尾砲臺,新北市,65000,4722,5598,4610,6397,1816,0,105,718,955,3347,4318,4103,28268
2021,其他,-,前清淡水關稅務司官邸,新北市,65000,9473,8480,6719,10244,2128,0,82,823,1077,6454,9228,9322,45480
2021,其他,-,北埔遊憩區,新竹縣,10004,78916,82934,35722,36480,17452,750,1016,63792,58422,151580,191884,212185,527064
2021,其他,-,彰化孔子廟,彰化縣,10007,1939,1844,1955,1955,724,0,67,398,783,1812,1765,2868,11477
2021,其他,-,臺北市立兒童新樂園,臺北市,63000,113812,157701,104157,156444,39592,0,0,42933,36838,70285,86657,102330,721762
2021,其他,-,台北植物園,臺北市,63000,142986,132955,177340,171243,74947,0,16143,38825,49698,71915,101827,108441,876052
2021,其他,-,基隆嶼,基隆市,10017,0,0,3392,16560,10059,0,0,3519,7562,10283,0,8,51375
2021,其他,-,華山1914文化創意產業園區,臺北市,63000,201037,364808,286081,318797,71458,0,63987,64686,92284,183332,124950,177246,1646470
2021,其他,-,松山文創園區,臺北市,63000,537408,489627,510866,513970,255314,90596,123927,233779,270165,373248,418786,464391,3398900
2021,其他,-,鶯歌老街,新北市,65000,66672,88921,88921,66772,68661,34032,32680,60703,91000,86977,82361,67637,685339
2021,其他,-,三峽老街,新北市,65000,230000,200000,200000,73000,29000,500,1400,2400,42000,54000,55000,40000,832300
2021,其他,-,八里左岸公園,新北市,65000,408240,365040,365040,394200,183440,3900,4000,9400,249180,270420,257040,251640,2252860
2021,其他,-,淡水金色水岸,新北市,65000,522720,484420,484420,509760,244100,4800,4900,10200,325080,352510,350580,334880,2942910
2021,其他,-,竹圍漁港,桃園市,68000,121534,228964,138385,132974,107455,103668,154361,191253,212197,271668,218790,170299,1662459
2021,其他,-,大湖草莓文化館,苗栗縣,10005,282597,374684,44293,8068,2871,17,245,1867,2790,5106,10473,25574,722538
2021,其他,-,客家大院,苗栗縣,10005,3500,3500,3500,3005,2103,0,369,878,1572,3210,4564,4269,21637
2021,其他,-,客家圓樓,苗栗縣,10005,10243,14624,9888,12396,3986,0,701,1694,3024,6175,8777,8370,62731
2021,其他,-,田尾公路花園,彰化縣,10007,90648,102886,60770,45756,23155,0,1806,31603,29254,64300,158500,155300,450178
2021,其他,-,溪州公園,彰化縣,10007,32606,235297,47909,52383,13153,0,8035,21961,36380,41897,83617,59161,489621
2021,其他,-,臺灣玻璃館,彰化縣,10007,83394,115926,80438,86853,33415,0,0,15850,31649,53146,40599,37785,500671
2021,其他,-,扇形車庫,彰化縣,10007,35149,44710,32143,40792,14072,0,0,0,0,0,30104,35412,166866
2021,其他,-,蘭嶼,臺東縣,10014,1192,3937,6861,23255,16619,676,1432,4326,10377,6566,146009,169961,75241
2021,其他,-,水往上流遊憩區,臺東縣,10014,41405,57139,15639,29013,9983,0,422,9578,8423,12437,2393,1549,184039
2021,其他,-,臺塑六輕阿媽公園,雲林縣,10009,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,其他,-,古坑綠色隧道,雲林縣,10009,66000,120000,80000,110000,20000,200,300,35000,52000,100000,150000,130000,583500
2021,其他,-,駁二藝術特區,高雄市,64000,330202,400736,200400,204540,77377,0,1000,8911,45671,209900,213835,1214270,1478737
2021,其他,-,愛河(五福四路至博愛一路),高雄市,64000,6570,11888,6797,9051,3505,0,401,2494,3914,8457,10316,11747,53077
2021,其他,-,紅毛港文化園區,高雄市,64000,8025,14313,8172,8689,3801,0,793,2956,5064,8698,8094,8873,60511
2021,其他,-,金針山休閒農業區,臺東縣,10014,23000,65000,24000,22000,4500,300,600,17000,19000,17000,47626,16000,192400
2021,其他,-,澎湖生活博物館,澎湖縣,10016,1427,1186,4209,4858,2797,0,106,621,504,1539,3985,3034,17247
2021,其他,-,白石湖吊橋,臺北市,63000,30704,38904,25191,25938,14611,8818,0,15891,15691,22741,17005,19508,198489
2021,其他,-,大溪老城區,桃園市,68000,359560,383782,338512,332024,312582,253361,363109,479659,496122,570073,597227,597293,3888784
2021,其他,-,高美濕地,臺中市,66000,46147,78312,61901,66035,31223,0,0,63782,66918,59541,34701,20532,473859
2021,其他,-,霧峰林家園區,臺中市,66000,17919,22413,14562,20850,6404,0,633,3896,8249,15638,23514,28079,110564
